checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
A11,18,A31,A42,1553.0,A61,A73,4.0,A93,A101,3.0,A123,44.0,A141,A152,1.0,A173,1,A191,A201,2
A12,15,A32,A43,1444.0,A65,A72,4.0,A93,A101,1.0,A122,23.0,A143,A152,1.0,A173,1,A191,A201,1
A14,9,A32,A42,1980.0,A61,A72,2.0,A92,A102,2.0,A123,19.0,A143,A151,2.0,A173,1,A191,A201,2
A12,24,A32,A40,1355.0,A61,A72,3.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A172,1,A192,A201,2
A14,12,A32,A46,1393.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A141,A152,3.0,A173,2,A192,A201,1
A14,24,A32,A43,1376.0,A63,A74,4.0,A92,A101,1.0,A123,28.0,A143,A152,1.0,A173,1,A191,A201,1
A14,60,A33,A43,15653.0,A61,A74,2.0,A93,A101,4.0,A123,21.0,A143,A152,2.0,A173,1,A192,A201,1
A14,12,A32,A43,1493.0,A61,A72,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2,A191,A201,1
A11,42,A33,A43,4370.0,A61,A74,3.0,A93,A101,2.0,A122,26.0,A141,A152,2.0,A173,2,A192,A201,2
A11,18,A32,A46,750.0,A61,A71,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A171,1,A191,A201,2
A12,15,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A172,1,A191,A201,1
A14,15,A32,A46,4623.0,A62,A73,3.0,A93,A101,2.0,A122,40.0,A143,A152,1.0,A174,1,A192,A201,2
A14,24,A34,A43,1851.0,A61,A74,4.0,A94,A103,2.0,A123,33.0,A143,A152,2.0,A173,1,A192,A201,1
A11,18,A34,A43,1880.0,A61,A74,4.0,A94,A101,1.0,A122,32.0,A143,A152,2.0,A174,1,A192,A201,1
A14,36,A33,A49,7980.0,A65,A72,4.0,A93,A101,4.0,A123,27.0,A143,A151,2.0,A173,1,A192,A201,2
A11,30,A30,A42,4583.0,A61,A73,2.0,A91,A103,2.0,A121,32.0,A143,A152,2.0,A173,1,A191,A201,1
A14,12,A32,A40,1386.0,A63,A73,2.0,A92,A101,2.0,A122,26.0,A143,A152,1.0,A173,1,A191,A201,2
A13,24,A32,A40,947.0,A61,A74,4.0,A93,A101,3.0,A124,38.0,A141,A153,1.0,A173,2,A191,A201,2
A11,12,A32,A46,684.0,A61,A73,4.0,A93,A101,4.0,A123,40.0,A143,A151,1.0,A172,2,A191,A201,2
A11,48,A32,A46,7476.0,A61,A74,4.0,A93,A101,1.0,A124,50.0,A143,A153,1.0,A174,1,A192,A201,1
A12,12,A32,A42,1922.0,A61,A73,4.0,A93,A101,2.0,A122,37.0,A143,A152,1.0,A172,1,A191,A201,2
A11,24,A32,A40,2303.0,A61,A75,4.0,A93,A102,1.0,A121,45.0,A143,A152,1.0,A173,1,A191,A201,2
A12,36,A33,A40,8086.0,A62,A75,2.0,A93,A101,4.0,A123,42.0,A143,A152,4.0,A174,1,A192,A201,2
A14,24,A34,A41,2346.0,A61,A74,4.0,A93,A101,3.0,A123,35.0,A143,A152,2.0,A173,1,A192,A201,1
A11,14,A32,A40,3973.0,A61,A71,1.0,A93,A101,4.0,A124,22.0,A143,A153,1.0,A173,1,A191,A201,1
A12,12,A32,A40,888.0,A61,A75,4.0,A93,A101,4.0,A123,41.0,A141,A152,1.0,A172,2,A191,A201,2
A14,48,A32,A43,10222.0,A65,A74,4.0,A93,A101,3.0,A123,37.0,A142,A152,1.0,A173,1,A192,A201,1
A12,30,A30,A49,4221.0,A61,A73,2.0,A92,A101,1.0,A123,28.0,A143,A152,2.0,A173,1,A191,A201,1
A12,18,A34,A42,6361.0,A61,A75,2.0,A93,A101,1.0,A124,41.0,A143,A152,1.0,A173,1,A192,A201,1
A13,12,A32,A43,1297.0,A61,A73,3.0,A94,A101,4.0,A121,23.0,A143,A151,1.0,A173,1,A191,A201,1
A11,12,A32,A40,900.0,A65,A73,4.0,A94,A101,2.0,A123,23.0,A143,A152,1.0,A173,1,A191,A201,2
A14,21,A32,A42,2241.0,A61,A75,4.0,A93,A101,2.0,A121,50.0,A143,A152,2.0,A173,1,A191,A201,1
A12,6,A33,A42,1050.0,A61,A71,4.0,A93,A101,1.0,A122,35.0,A142,A152,2.0,A174,1,A192,A201,1
A13,6,A34,A46,1047.0,A61,A73,2.0,A92,A101,4.0,A122,50.0,A143,A152,1.0,A172,1,A191,A201,1
A14,24,A34,A410,6314.0,A61,A71,4.0,A93,A102,2.0,A124,27.0,A141,A152,2.0,A174,1,A192,A201,1
A12,30,A31,A42,3496.0,A64,A73,4.0,A93,A101,2.0,A123,34.0,A142,A152,1.0,A173,2,A192,A201,1
A14,48,A31,A49,3609.0,A61,A73,1.0,A92,A101,1.0,A121,27.0,A142,A152,1.0,A173,1,A191,A201,1
A11,12,A34,A40,4843.0,A61,A75,3.0,A93,A102,4.0,A122,43.0,A143,A151,2.0,A173,1,A192,A201,2
A13,30,A34,A43,3017.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A173,1,A191,A201,1
A14,24,A34,A49,4139.0,A62,A73,3.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A172,1,A192,A201,1
A14,36,A32,A49,5742.0,A62,A74,2.0,A93,A101,2.0,A123,31.0,A143,A152,2.0,A173,1,A192,A201,1
A14,60,A32,A40,10366.0,A61,A75,2.0,A93,A101,4.0,A122,42.0,A143,A152,1.0,A174,1,A192,A201,1
A14,6,A34,A40,2080.0,A63,A73,1.0,A94,A101,2.0,A123,24.0,A143,A152,1.0,A173,1,A191,A201,1
A14,21,A33,A49,2580.0,A63,A72,4.0,A93,A101,2.0,A121,41.0,A141,A152,1.0,A172,2,A191,A201,2
A14,30,A34,A43,4530.0,A61,A74,4.0,A92,A101,4.0,A123,26.0,A143,A151,1.0,A174,1,A192,A201,1
A14,24,A34,A42,5150.0,A61,A75,4.0,A93,A101,4.0,A123,33.0,A143,A152,1.0,A173,1,A192,A201,1
A12,72,A32,A43,5595.0,A62,A73,2.0,A94,A101,2.0,A123,24.0,A143,A152,1.0,A173,1,A191,A201,2
A11,24,A32,A43,2384.0,A61,A75,4.0,A93,A101,4.0,A121,64.0,A141,A151,1.0,A172,1,A191,A201,1
A14,18,A32,A43,1453.0,A61,A72,3.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1,A191,A201,1
A14,6,A32,A46,1538.0,A61,A72,1.0,A92,A101,2.0,A124,56.0,A143,A152,1.0,A173,1,A191,A201,1
A14,12,A32,A43,2279.0,A65,A73,4.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1,A192,A201,1
A14,15,A33,A43,1478.0,A61,A73,4.0,A94,A101,3.0,A121,33.0,A141,A152,2.0,A173,1,A191,A201,1
A14,24,A34,A43,5103.0,A61,A72,3.0,A94,A101,3.0,A124,47.0,A143,A153,3.0,A173,1,A192,A201,1
A12,36,A33,A49,9857.0,A62,A74,1.0,A93,A101,3.0,A122,31.0,A143,A152,2.0,A172,2,A192,A201,1
A14,60,A32,A40,6527.0,A65,A73,4.0,A93,A101,4.0,A124,34.0,A143,A153,1.0,A173,2,A192,A201,1
A13,10,A34,A43,1347.0,A65,A74,4.0,A93,A101,2.0,A122,27.0,A143,A152,2.0,A173,1,A192,A201,1
A12,36,A33,A40,2862.0,A62,A75,4.0,A93,A101,3.0,A124,30.0,A143,A153,1.0,A173,1,A191,A201,1
A14,9,A32,A43,2753.0,A62,A75,3.0,A93,A102,4.0,A123,35.0,A143,A152,1.0,A173,1,A192,A201,1
A11,12,A32,A40,3651.0,A64,A73,1.0,A93,A101,3.0,A122,31.0,A143,A152,1.0,A173,2,A191,A201,1
A11,15,A34,A42,975.0,A61,A73,2.0,A91,A101,3.0,A122,25.0,A143,A152,2.0,A173,1,A191,A201,1
A12,15,A32,A45,2631.0,A62,A73,3.0,A92,A101,2.0,A121,25.0,A143,A152,1.0,A172,1,A191,A201,1
A12,24,A32,A43,2896.0,A62,A72,2.0,A93,A101,1.0,A123,29.0,A143,A152,1.0,A173,1,A191,A201,1
A11,6,A34,A40,4716.0,A65,A72,1.0,A93,A101,3.0,A121,44.0,A143,A152,2.0,A172,2,A191,A201,1
A14,24,A32,A43,2284.0,A61,A74,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1,A192,A201,1
A14,6,A32,A41,1236.0,A63,A73,2.0,A93,A101,4.0,A122,50.0,A143,A151,1.0,A173,1,A191,A201,1
A12,12,A32,A43,1103.0,A61,A74,4.0,A93,A103,3.0,A121,29.0,A143,A152,2.0,A173,1,A191,A202,1
A14,12,A34,A40,926.0,A61,A71,1.0,A92,A101,2.0,A122,38.0,A143,A152,1.0,A171,1,A191,A201,1
A14,18,A34,A43,1800.0,A61,A73,4.0,A93,A101,2.0,A123,24.0,A143,A152,2.0,A173,1,A191,A201,1
A13,15,A32,A46,1905.0,A61,A75,4.0,A93,A101,4.0,A123,40.0,A143,A151,1.0,A174,1,A192,A201,1
A14,12,A32,A42,1123.0,A63,A73,4.0,A92,A101,4.0,A123,29.0,A143,A151,1.0,A172,1,A191,A201,2
A11,48,A34,A41,6331.0,A61,A75,4.0,A93,A101,4.0,A124,46.0,A143,A153,2.0,A173,1,A192,A201,2
A13,24,A32,A43,1377.0,A62,A75,4.0,A92,A101,2.0,A124,47.0,A143,A153,1.0,A173,1,A192,A201,1
A12,30,A33,A49,2503.0,A62,A75,4.0,A93,A101,2.0,A122,41.0,A142,A152,2.0,A173,1,A191,A201,1
A12,27,A32,A49,2528.0,A61,A72,4.0,A92,A101,1.0,A122,32.0,A143,A152,1.0,A173,2,A192,A201,1
A14,15,A32,A40,5324.0,A63,A75,1.0,A92,A101,4.0,A124,35.0,A143,A153,1.0,A173,1,A191,A201,1
A12,48,A32,A40,6560.0,A62,A74,3.0,A93,A101,2.0,A122,24.0,A143,A152,1.0,A173,1,A191,A201,2
A12,12,A30,A42,2969.0,A61,A72,4.0,A92,A101,3.0,A122,25.0,A143,A151,2.0,A173,1,A191,A201,2
A12,9,A32,A43,1206.0,A61,A75,4.0,A92,A101,4.0,A121,25.0,A143,A152,1.0,A173,1,A191,A201,1
A12,9,A32,A43,2118.0,A61,A73,2.0,A93,A101,2.0,A121,37.0,A143,A152,1.0,A172,2,A191,A201,1
A14,18,A34,A43,629.0,A63,A75,4.0,A93,A101,3.0,A122,32.0,A141,A152,2.0,A174,1,A192,A201,1
A11,6,A31,A46,1198.0,A61,A75,4.0,A92,A101,4.0,A124,35.0,A143,A153,1.0,A173,1,A191,A201,2
A14,21,A32,A41,2476.0,A65,A75,4.0,A93,A101,4.0,A121,46.0,A143,A152,1.0,A174,1,A192,A201,1
A11,9,A34,A43,1138.0,A61,A73,4.0,A93,A101,4.0,A121,25.0,A143,A152,2.0,A172,1,A191,A201,1
A12,60,A32,A40,14027.0,A61,A74,4.0,A93,A101,2.0,A124,27.0,A143,A152,1.0,A174,1,A192,A201,2
A14,30,A34,A41,7596.0,A65,A75,1.0,A93,A101,4.0,A123,63.0,A143,A152,2.0,A173,1,A191,A201,1
A14,30,A34,A43,3077.0,A65,A75,3.0,A93,A101,2.0,A123,40.0,A143,A152,2.0,A173,2,A192,A201,1
A14,18,A32,A43,1505.0,A61,A73,4.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1,A192,A201,1
A13,24,A34,A43,3148.0,A65,A73,3.0,A93,A101,2.0,A123,31.0,A143,A152,2.0,A173,1,A192,A201,1
A12,20,A30,A41,6148.0,A62,A75,3.0,A94,A101,4.0,A123,31.0,A141,A152,2.0,A173,1,A192,A201,1
A13,9,A30,A43,1337.0,A61,A72,4.0,A93,A101,2.0,A123,34.0,A143,A152,2.0,A174,1,A192,A201,2
A12,6,A31,A46,433.0,A64,A72,4.0,A92,A101,2.0,A122,24.0,A141,A151,1.0,A173,2,A191,A201,2
A11,12,A32,A40,1228.0,A61,A73,4.0,A92,A101,2.0,A121,24.0,A143,A152,1.0,A172,1,A191,A201,2
A12,9,A32,A43,790.0,A63,A73,4.0,A92,A101,3.0,A121,66.0,A143,A152,1.0,A172,1,A191,A201,1
A14,27,A32,A40,2570.0,A61,A73,3.0,A92,A101,3.0,A121,21.0,A143,A151,1.0,A173,1,A191,A201,2
A14,6,A34,A40,250.0,A64,A73,2.0,A92,A101,2.0,A121,41.0,A141,A152,2.0,A172,1,A191,A201,1
A14,15,A34,A43,1316.0,A63,A73,2.0,A94,A101,2.0,A122,47.0,A143,A152,2.0,A172,1,A191,A201,1
A11,18,A32,A43,1882.0,A61,A73,4.0,A92,A101,4.0,A123,25.0,A141,A151,2.0,A173,1,A191,A201,2
A12,48,A31,A49,6416.0,A61,A75,4.0,A92,A101,3.0,A124,59.0,A143,A151,1.0,A173,1,A191,A201,2
A13,24,A34,A49,1275.0,A64,A73,2.0,A91,A101,4.0,A121,36.0,A143,A152,2.0,A173,1,A192,A201,1
A12,24,A33,A43,6403.0,A61,A72,1.0,A93,A101,2.0,A123,33.0,A143,A152,1.0,A173,1,A191,A201,1
A11,24,A32,A43,1987.0,A61,A73,2.0,A93,A101,4.0,A121,21.0,A143,A151,1.0,A172,2,A191,A201,2
A12,8,A32,A43,760.0,A61,A74,4.0,A92,A103,2.0,A121,44.0,A143,A152,1.0,A172,1,A191,A201,1
A14,24,A32,A41,2603.0,A64,A73,2.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1,A192,A201,1
A14,4,A34,A40,3380.0,A61,A74,1.0,A92,A101,1.0,A121,37.0,A143,A152,1.0,A173,2,A191,A201,1
A12,36,A31,A44,3990.0,A65,A72,3.0,A92,A101,2.0,A124,29.0,A141,A152,1.0,A171,1,A191,A201,1
A12,24,A32,A41,11560.0,A61,A73,1.0,A92,A101,4.0,A123,23.0,A143,A151,2.0,A174,1,A191,A201,2
A11,18,A32,A40,4380.0,A62,A73,3.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A172,2,A192,A201,1
A14,6,A34,A40,6761.0,A61,A74,1.0,A93,A101,3.0,A124,45.0,A143,A152,2.0,A174,2,A192,A201,1
A12,30,A30,A49,4280.0,A62,A73,4.0,A92,A101,4.0,A123,26.0,A143,A151,2.0,A172,1,A191,A201,2
A11,24,A31,A40,2325.0,A62,A74,2.0,A93,A101,3.0,A123,32.0,A141,A152,1.0,A173,1,A191,A201,1
A12,10,A31,A43,1048.0,A61,A73,4.0,A93,A101,4.0,A121,23.0,A142,A152,1.0,A172,1,A191,A201,1
A14,21,A32,A43,3160.0,A65,A75,4.0,A93,A101,3.0,A122,41.0,A143,A152,1.0,A173,1,A192,A201,1
A11,24,A31,A42,2483.0,A63,A73,4.0,A93,A101,4.0,A121,22.0,A142,A152,1.0,A173,1,A192,A201,1
A11,39,A34,A42,14179.0,A65,A74,4.0,A93,A101,4.0,A122,30.0,A143,A152,2.0,A174,1,A192,A201,1
A11,13,A34,A49,1797.0,A61,A72,3.0,A93,A101,1.0,A122,28.0,A141,A152,2.0,A172,1,A191,A201,1
A11,15,A32,A40,2511.0,A61,A71,1.0,A92,A101,4.0,A123,23.0,A143,A151,1.0,A173,1,A191,A201,1
A11,12,A32,A40,1274.0,A61,A72,3.0,A92,A101,1.0,A121,37.0,A143,A152,1.0,A172,1,A191,A201,2
A14,21,A32,A41,5248.0,A65,A73,1.0,A93,A101,3.0,A123,26.0,A143,A152,1.0,A173,1,A191,A201,1
A14,15,A32,A41,3029.0,A61,A74,2.0,A93,A101,2.0,A123,33.0,A143,A152,1.0,A173,1,A191,A201,1
A11,6,A32,A42,428.0,A61,A75,2.0,A92,A101,1.0,A122,49.0,A141,A152,1.0,A173,1,A192,A201,1
A11,18,A32,A40,976.0,A61,A72,1.0,A92,A101,2.0,A123,23.0,A143,A152,1.0,A172,1,A191,A201,2
A12,12,A32,A49,841.0,A62,A74,2.0,A92,A101,4.0,A121,23.0,A143,A151,1.0,A172,1,A191,A201,1
A14,30,A34,A43,5771.0,A61,A74,4.0,A92,A101,2.0,A123,25.0,A143,A152,2.0,A173,1,A191,A201,1
A14,12,A33,A45,1555.0,A64,A75,4.0,A93,A101,4.0,A124,55.0,A143,A153,2.0,A173,2,A191,A201,2
A11,24,A32,A40,1285.0,A65,A74,4.0,A92,A101,4.0,A124,32.0,A143,A151,1.0,A173,1,A191,A201,2
A13,6,A34,A40,1299.0,A61,A73,1.0,A93,A101,1.0,A121,74.0,A143,A152,3.0,A171,2,A191,A202,1
A13,15,A34,A43,1271.0,A65,A73,3.0,A93,A101,4.0,A124,39.0,A143,A153,2.0,A173,1,A192,A201,2
A14,24,A32,A40,1393.0,A61,A73,2.0,A93,A103,2.0,A121,31.0,A143,A152,1.0,A173,1,A192,A201,1
A11,12,A34,A40,691.0,A61,A75,4.0,A93,A101,3.0,A122,35.0,A143,A152,2.0,A173,1,A191,A201,2
A14,15,A34,A40,5045.0,A65,A75,1.0,A92,A101,4.0,A123,59.0,A143,A152,1.0,A173,1,A192,A201,1
A11,18,A34,A42,2124.0,A61,A73,4.0,A92,A101,4.0,A121,24.0,A143,A151,2.0,A173,1,A191,A201,2
A11,12,A32,A43,2214.0,A61,A73,4.0,A93,A101,3.0,A122,24.0,A143,A152,1.0,A172,1,A191,A201,1
A14,21,A34,A40,12680.0,A65,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A174,1,A192,A201,2
A14,24,A34,A40,2463.0,A62,A74,4.0,A94,A101,3.0,A122,27.0,A143,A152,2.0,A173,1,A192,A201,1
A12,12,A32,A43,1155.0,A61,A75,3.0,A94,A103,3.0,A121,40.0,A141,A152,2.0,A172,1,A191,A201,1
A11,30,A32,A42,3108.0,A61,A72,2.0,A91,A101,4.0,A122,31.0,A143,A152,1.0,A172,1,A191,A201,2
A14,10,A32,A41,2901.0,A65,A72,1.0,A92,A101,4.0,A121,31.0,A143,A151,1.0,A173,1,A191,A201,1
A12,12,A34,A42,3617.0,A61,A75,1.0,A93,A101,4.0,A123,28.0,A143,A151,3.0,A173,1,A192,A201,1
A14,12,A34,A43,1655.0,A61,A75,2.0,A93,A101,4.0,A121,63.0,A143,A152,2.0,A172,1,A192,A201,1
A11,24,A32,A41,2812.0,A65,A75,2.0,A92,A101,4.0,A121,26.0,A143,A151,1.0,A173,1,A191,A201,1
A11,36,A34,A46,8065.0,A61,A73,3.0,A92,A101,2.0,A124,25.0,A143,A152,2.0,A174,1,A192,A201,2
A14,21,A34,A41,3275.0,A61,A75,1.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A174,1,A192,A201,1
A14,24,A34,A43,2223.0,A62,A75,4.0,A93,A101,4.0,A122,52.0,A141,A152,2.0,A173,1,A191,A201,1
A13,12,A34,A40,1480.0,A63,A71,2.0,A93,A101,4.0,A124,66.0,A141,A153,3.0,A171,1,A191,A201,1
A11,24,A32,A40,1371.0,A65,A73,4.0,A92,A101,4.0,A121,25.0,A143,A151,1.0,A173,1,A191,A201,2
A14,36,A34,A40,3535.0,A61,A74,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1,A192,A201,1
A11,18,A32,A43,3509.0,A61,A74,4.0,A92,A103,1.0,A121,25.0,A143,A152,1.0,A173,1,A191,A201,1
A14,36,A34,A41,5711.0,A64,A75,4.0,A93,A101,2.0,A123,38.0,A143,A152,2.0,A174,1,A192,A201,1
A12,18,A32,A45,3872.0,A61,A71,2.0,A92,A101,4.0,A123,67.0,A143,A152,1.0,A173,1,A192,A201,1
A12,39,A34,A43,4933.0,A61,A74,2.0,A93,A103,2.0,A121,25.0,A143,A152,2.0,A173,1,A191,A201,2
A14,24,A34,A40,1940.0,A64,A75,4.0,A93,A101,4.0,A121,60.0,A143,A152,1.0,A173,1,A192,A201,1
A12,12,A30,A48,1410.0,A61,A73,2.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,1,A192,A201,1
A12,12,A32,A40,836.0,A62,A72,4.0,A92,A101,2.0,A122,23.0,A141,A152,1.0,A172,1,A191,A201,2
A12,20,A32,A41,6468.0,A65,A71,1.0,A91,A101,4.0,A121,60.0,A143,A152,1.0,A174,1,A192,A201,1
A12,18,A32,A49,1941.0,A64,A73,4.0,A93,A101,2.0,A122,35.0,A143,A152,1.0,A172,1,A192,A201,1
A14,22,A32,A43,2675.0,A63,A75,3.0,A93,A101,4.0,A123,40.0,A143,A152,1.0,A173,1,A191,A201,1
A14,48,A34,A41,2751.0,A65,A75,4.0,A93,A101,3.0,A123,38.0,A143,A152,2.0,A173,2,A192,A201,1
A12,48,A33,A46,6224.0,A61,A75,4.0,A93,A101,4.0,A124,50.0,A143,A153,1.0,A173,1,A191,A201,2
A11,40,A34,A46,5998.0,A61,A73,4.0,A93,A101,3.0,A124,27.0,A141,A152,1.0,A173,1,A192,A201,2
A12,21,A32,A49,1188.0,A61,A75,2.0,A92,A101,4.0,A122,39.0,A143,A152,1.0,A173,2,A191,A201,2
A14,24,A32,A41,6313.0,A65,A75,3.0,A93,A101,4.0,A123,41.0,A143,A152,1.0,A174,2,A192,A201,1
A14,6,A34,A42,1221.0,A65,A73,1.0,A94,A101,2.0,A122,27.0,A143,A152,2.0,A173,1,A191,A201,1
A13,24,A32,A42,2892.0,A61,A75,3.0,A91,A101,4.0,A124,51.0,A143,A153,1.0,A173,1,A191,A201,1
A14,24,A32,A42,3062.0,A63,A75,4.0,A93,A101,3.0,A124,32.0,A143,A151,1.0,A173,1,A192,A201,1
A14,9,A32,A42,2301.0,A62,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1,A191,A201,1
A11,18,A32,A41,7511.0,A65,A75,1.0,A93,A101,4.0,A122,51.0,A143,A153,1.0,A173,2,A192,A201,2
A14,12,A34,A42,1258.0,A61,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,2.0,A172,1,A191,A201,1
A14,24,A33,A40,717.0,A65,A75,4.0,A94,A101,4.0,A123,54.0,A143,A152,2.0,A173,1,A192,A201,1
A12,9,A32,A40,1549.0,A65,A72,4.0,A93,A101,2.0,A121,35.0,A143,A152,1.0,A171,1,A191,A201,1
A14,24,A34,A46,1597.0,A61,A75,4.0,A93,A101,4.0,A124,54.0,A143,A153,2.0,A173,2,A191,A201,1
A12,18,A34,A43,1795.0,A61,A75,3.0,A92,A103,4.0,A121,48.0,A141,A151,2.0,A172,1,A192,A201,1
A11,20,A34,A42,4272.0,A61,A75,1.0,A92,A101,4.0,A122,24.0,A143,A152,2.0,A173,1,A191,A201,1
A14,12,A34,A43,976.0,A65,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,2.0,A173,1,A191,A201,1
A12,12,A32,A40,7472.0,A65,A71,1.0,A92,A101,2.0,A121,24.0,A143,A151,1.0,A171,1,A191,A201,1
A11,36,A32,A40,9271.0,A61,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,1.0,A173,1,A192,A201,2
A12,6,A32,A43,590.0,A61,A72,3.0,A94,A101,3.0,A121,26.0,A143,A152,1.0,A172,1,A191,A202,1
A14,12,A34,A43,930.0,A65,A75,4.0,A93,A101,4.0,A121,65.0,A143,A152,4.0,A173,1,A191,A201,1
A12,42,A31,A41,9283.0,A61,A71,1.0,A93,A101,2.0,A124,55.0,A141,A153,1.0,A174,1,A192,A201,1
A12,15,A30,A40,1778.0,A61,A72,2.0,A92,A101,1.0,A121,26.0,A143,A151,2.0,A171,1,A191,A201,2
A12,8,A32,A49,907.0,A61,A72,3.0,A94,A101,2.0,A121,26.0,A143,A152,1.0,A173,1,A192,A201,1
A12,6,A32,A43,484.0,A61,A74,3.0,A94,A103,3.0,A121,28.0,A141,A152,1.0,A172,1,A191,A201,1
A11,36,A34,A41,9629.0,A61,A74,4.0,A93,A101,4.0,A123,24.0,A143,A152,2.0,A173,1,A192,A201,2
A11,48,A32,A44,3051.0,A61,A73,3.0,A93,A101,4.0,A123,54.0,A143,A152,1.0,A173,1,A191,A201,2
A11,48,A32,A40,3931.0,A61,A74,4.0,A93,A101,4.0,A124,46.0,A143,A153,1.0,A173,2,A191,A201,2
A12,36,A33,A40,7432.0,A61,A73,2.0,A92,A101,2.0,A122,54.0,A143,A151,1.0,A173,1,A191,A201,1
A14,6,A32,A44,1338.0,A63,A73,1.0,A91,A101,4.0,A121,62.0,A143,A152,1.0,A173,1,A191,A201,1
A14,6,A34,A43,1554.0,A61,A74,1.0,A92,A101,2.0,A123,24.0,A143,A151,2.0,A173,1,A192,A201,1
A11,36,A32,A410,15857.0,A61,A71,2.0,A91,A102,3.0,A123,43.0,A143,A152,1.0,A174,1,A191,A201,1
A11,18,A32,A43,1345.0,A61,A73,4.0,A94,A101,3.0,A121,26.0,A141,A152,1.0,A173,1,A191,A201,2
A14,12,A32,A40,1101.0,A61,A73,3.0,A94,A101,2.0,A121,27.0,A143,A152,2.0,A173,1,A192,A201,1
A13,12,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1,A191,A201,1
A11,36,A32,A42,2712.0,A61,A75,2.0,A93,A101,2.0,A122,41.0,A141,A152,1.0,A173,2,A191,A201,2
A11,8,A34,A40,731.0,A61,A75,4.0,A93,A101,4.0,A121,47.0,A143,A152,2.0,A172,1,A191,A201,1
A14,18,A34,A42,3780.0,A61,A72,3.0,A91,A101,2.0,A123,35.0,A143,A152,2.0,A174,1,A192,A201,1
A11,21,A34,A40,1602.0,A61,A75,4.0,A94,A101,3.0,A123,30.0,A143,A152,2.0,A173,1,A192,A201,1
A11,18,A34,A40,3966.0,A61,A75,1.0,A92,A101,4.0,A121,33.0,A141,A151,3.0,A173,1,A192,A201,2
A14,18,A30,A49,4165.0,A61,A73,2.0,A93,A101,2.0,A123,36.0,A142,A152,2.0,A173,2,A191,A201,2
A11,36,A32,A41,8335.0,A65,A75,3.0,A93,A101,4.0,A124,47.0,A143,A153,1.0,A173,1,A191,A201,2
A12,48,A33,A49,6681.0,A65,A73,4.0,A93,A101,4.0,A124,38.0,A143,A153,1.0,A173,2,A192,A201,1
A14,24,A33,A49,2375.0,A63,A73,4.0,A93,A101,2.0,A123,44.0,A143,A152,2.0,A173,2,A192,A201,1
A11,18,A32,A40,1216.0,A61,A72,4.0,A92,A101,3.0,A123,23.0,A143,A151,1.0,A173,1,A192,A201,2
A11,45,A30,A49,11816.0,A61,A75,2.0,A93,A101,4.0,A123,29.0,A143,A151,2.0,A173,1,A191,A201,2
A12,24,A32,A43,5084.0,A65,A75,2.0,A92,A101,4.0,A123,42.0,A143,A152,1.0,A173,1,A192,A201,1
A13,15,A32,A43,2327.0,A61,A72,2.0,A92,A101,3.0,A121,25.0,A143,A152,1.0,A172,1,A191,A201,2
A11,12,A30,A40,1082.0,A61,A73,4.0,A93,A101,4.0,A123,48.0,A141,A152,2.0,A173,1,A191,A201,2
A14,12,A32,A43,886.0,A65,A73,4.0,A92,A101,2.0,A123,21.0,A143,A152,1.0,A173,1,A191,A201,1
A14,4,A32,A42,601.0,A61,A72,1.0,A92,A101,3.0,A121,23.0,A143,A151,1.0,A172,2,A191,A201,1
A11,24,A34,A41,2957.0,A61,A75,4.0,A93,A101,4.0,A122,63.0,A143,A152,2.0,A173,1,A192,A201,1
A14,24,A34,A43,2611.0,A61,A75,4.0,A94,A102,3.0,A121,46.0,A143,A152,2.0,A173,1,A191,A201,1
A11,36,A32,A42,5179.0,A61,A74,4.0,A93,A101,2.0,A122,29.0,A143,A152,1.0,A173,1,A191,A201,2
A14,21,A33,A41,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A142,A152,2.0,A172,1,A191,A201,1
